epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,15012.1,0.64513,0.37175,0.85034,0.95088,0.95771,0.98291,0.88922,0.48842,0.27313,0.80637,0.000793,0.000793,0.000793
188,15093,0.64849,0.37156,0.84841,0.95028,0.95866,0.98288,0.89036,0.48676,0.27237,0.80594,0.0007435,0.0007435,0.0007435
189,15174.5,0.64371,0.37107,0.84884,0.95054,0.9587,0.98287,0.8916,0.48554,0.27185,0.80558,0.000694,0.000694,0.000694
190,15255.5,0.63836,0.36647,0.84565,0.95036,0.95896,0.9829,0.89068,0.48385,0.27107,0.8053,0.0006445,0.0006445,0.0006445
191,15338,0.614,0.33408,0.84196,0.95135,0.95881,0.98293,0.89029,0.48259,0.27071,0.80504,0.000595,0.000595,0.000595
192,15417.7,0.58794,0.31938,0.83207,0.95224,0.95801,0.98302,0.89052,0.48128,0.27025,0.80473,0.0005455,0.0005455,0.0005455
193,15497.3,0.57171,0.31358,0.83115,0.9527,0.95763,0.98303,0.89129,0.48027,0.2695,0.80447,0.000496,0.000496,0.000496
194,15576.5,0.57228,0.31586,0.83026,0.95323,0.95746,0.98308,0.89373,0.4788,0.26901,0.80421,0.0004465,0.0004465,0.0004465
195,15657,0.56684,0.31148,0.82883,0.9534,0.95741,0.98315,0.89491,0.4773,0.26851,0.80388,0.000397,0.000397,0.000397
196,15738,0.56514,0.31102,0.82913,0.95334,0.95758,0.98319,0.89491,0.47582,0.26788,0.80356,0.0003475,0.0003475,0.0003475
197,15818,0.55382,0.30382,0.82811,0.9533,0.95776,0.98351,0.89648,0.4742,0.26725,0.80322,0.000298,0.000298,0.000298
198,15898.5,0.54876,0.30191,0.82665,0.95368,0.95732,0.98353,0.89617,0.47306,0.26666,0.80301,0.0002485,0.0002485,0.0002485
199,15978.3,0.54833,0.3022,0.82535,0.95403,0.9569,0.98357,0.89662,0.4719,0.26626,0.80277,0.000199,0.000199,0.000199
200,16059.3,0.53637,0.29611,0.82348,0.9542,0.95654,0.98361,0.89685,0.47099,0.26551,0.8026,0.0001495,0.0001495,0.0001495
