epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,5628.35,0.89373,0.54569,0.90831,0.70985,0.56482,0.58021,0.46619,1.37209,1.23815,1.13091,0.0050005,0.0050005,0.0050005
103,5681.4,0.89073,0.54435,0.90351,0.70129,0.55194,0.59426,0.47087,1.35539,1.20752,1.12064,0.004951,0.004951,0.004951
104,5734.65,0.88793,0.54745,0.90449,0.6787,0.5696,0.58652,0.46979,1.36174,1.20572,1.12812,0.0049015,0.0049015,0.0049015
105,5789.37,0.87794,0.52997,0.89905,0.66699,0.58916,0.58333,0.47648,1.36421,1.17093,1.1313,0.004852,0.004852,0.004852
106,5843.25,0.8724,0.53284,0.89546,0.66099,0.58227,0.57649,0.47085,1.37164,1.20873,1.13726,0.0048025,0.0048025,0.0048025
107,5896.93,0.87445,0.53644,0.90096,0.65838,0.59501,0.58527,0.47321,1.36148,1.22695,1.12783,0.004753,0.004753,0.004753
108,5951.52,0.86825,0.52674,0.89823,0.66688,0.59312,0.5827,0.46997,1.3554,1.22216,1.12953,0.0047035,0.0047035,0.0047035
109,6005.24,0.86712,0.52475,0.89722,0.67451,0.57728,0.5949,0.47828,1.36349,1.20641,1.12922,0.004654,0.004654,0.004654
110,6059.99,0.86525,0.52614,0.89962,0.72789,0.54506,0.58606,0.47809,1.3517,1.22266,1.12561,0.0046045,0.0046045,0.0046045
111,6115.41,0.85801,0.52098,0.89128,0.72418,0.54265,0.58848,0.48131,1.3469,1.22566,1.12538,0.004555,0.004555,0.004555
112,6168.89,0.84332,0.51489,0.89427,0.70823,0.57128,0.58526,0.48182,1.34387,1.19779,1.12818,0.0045055,0.0045055,0.0045055
113,6222.99,0.83556,0.50014,0.88911,0.64043,0.60373,0.58489,0.4793,1.34791,1.20594,1.12904,0.004456,0.004456,0.004456
114,6277.9,0.82935,0.4948,0.88936,0.67889,0.5861,0.57848,0.48098,1.35043,1.22196,1.13037,0.0044065,0.0044065,0.0044065
115,6331.47,0.84016,0.5021,0.88939,0.69354,0.5746,0.58387,0.48171,1.35117,1.21628,1.12993,0.004357,0.004357,0.004357
116,6385.64,0.835,0.51854,0.89143,0.72089,0.54839,0.59346,0.48517,1.3547,1.20251,1.13414,0.0043075,0.0043075,0.0043075
117,6441.03,0.82129,0.49792,0.88796,0.68963,0.58278,0.5992,0.48778,1.36019,1.22011,1.13928,0.004258,0.004258,0.004258
118,6495.58,0.81468,0.49172,0.88392,0.74642,0.54699,0.58748,0.48142,1.3498,1.2288,1.13503,0.0042085,0.0042085,0.0042085
119,6549.39,0.81898,0.49514,0.88684,0.67826,0.58807,0.59519,0.49557,1.3431,1.22817,1.13059,0.004159,0.004159,0.004159
120,6604.08,0.81387,0.49015,0.883,0.6982,0.58548,0.60236,0.49559,1.34826,1.22977,1.13407,0.0041095,0.0041095,0.0041095
121,6658.7,0.80847,0.48092,0.88346,0.73389,0.56129,0.59727,0.49505,1.33939,1.20367,1.12946,0.00406,0.00406,0.00406
122,6712.16,0.80433,0.48391,0.87993,0.70734,0.57889,0.58008,0.47923,1.33022,1.22977,1.12461,0.0040105,0.0040105,0.0040105
123,6766.34,0.79494,0.47047,0.87894,0.69402,0.59331,0.58609,0.48701,1.33844,1.23359,1.13135,0.003961,0.003961,0.003961
